post_id	date	section	label	url	link	review_status
2282	2024-12-22 09:00:00	1	вот такие аккумуляторы OISLE	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-203.htm	https://s.click.aliexpress.com/e/_oD5kQTp	unreviewed_link_not_product
2282	2024-12-22 09:00:00	3	угловой адаптер для зарядки под порт Type-C	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-203.htm	https://s.click.aliexpress.com/e/_oklqxEF	unreviewed_link_not_product
2282	2024-12-22 09:00:00	4	наплечная сумка из натуральной кожи	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-203.htm	https://s.click.aliexpress.com/e/_oBQcXpv	unreviewed_link_not_product
2282	2024-12-22 09:00:00	5	"беспроводное зарядное устройство ""4 в 1"""	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-203.htm	https://s.click.aliexpress.com/e/_oDkqw5d	unreviewed_link_not_product
2282	2024-12-22 09:00:00	6	симпатичный ночничок с таймером	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-203.htm	https://s.click.aliexpress.com/e/_oDrPkuF	unreviewed_link_not_product
2282	2024-12-22 09:00:00	7	MOVESPEED E20 20000 мАч PD 65 Вт	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-203.htm	https://s.click.aliexpress.com/e/_oB5YPzh	unreviewed_link_not_product
2282	2024-12-22 09:00:00	8	USB-хабов Orico	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-203.htm	https://s.click.aliexpress.com/e/_opwH6s7	unreviewed_link_not_product
2282	2024-12-22 09:00:00	9	дозатор жидкого мыла	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-203.htm	https://s.click.aliexpress.com/e/_oninH1p	unreviewed_link_not_product
2282	2024-12-22 09:00:00	10	Bluetooth-адаптеры	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-203.htm	https://s.click.aliexpress.com/e/_oFdthDh	unreviewed_link_not_product
2322	2024-12-15 09:34:00	0	компактный насос	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-202.htm	https://s.click.aliexpress.com/e/_olARah1	unreviewed_link_not_product
2322	2024-12-15 09:34:00	1	Лента-липучка	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-202.htm	https://s.click.aliexpress.com/e/_okO8snl	unreviewed_link_not_product
2322	2024-12-15 09:34:00	2	Яркие флешки	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-202.htm	https://s.click.aliexpress.com/e/_onNPpRh	unreviewed_link_not_product
2322	2024-12-15 09:34:00	3	вот такой переходничок с USB-A	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-202.htm	https://s.click.aliexpress.com/e/_oCTSIEP	unreviewed_link_not_product
2322	2024-12-15 09:34:00	4	адаптер Ugreen	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-202.htm	https://s.click.aliexpress.com/e/_onlm6kR	unreviewed_link_not_product
2322	2024-12-15 09:34:00	5	аккумулятора от Baseus	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-202.htm	https://s.click.aliexpress.com/e/_oE9MYHt	unreviewed_link_not_product
2322	2024-12-15 09:34:00	6	"устройство ""3 в 1"""	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-202.htm	https://s.click.aliexpress.com/e/_oFsRTIL	unreviewed_link_not_product
