post_id	date	section	label	url	link	review_status
8832	2021-12-26 09:01:00	0	самое популярное в этом году	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-69.htm	https://aliclick.shop/r/c/1r4mp871ql6fnvmz	unreviewed_link_not_product
8832	2021-12-26 09:01:00	0	крутые товары	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-69.htm	https://aliclick.shop/r/c/1r4mpc8dblfsg4dq	unreviewed_link_not_product
8832	2021-12-26 09:01:00	0	горячие предложения	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-69.htm	https://aliclick.shop/r/c/1r4mpdh7kqh0x9d4	unreviewed_link_not_product
8832	2021-12-26 09:01:00	1	Искусственные ёлки	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-69.htm	https://aliclick.shop/r/c/1r4mpl55m686zbm5	unreviewed_link_not_product
8832	2021-12-26 09:01:00	1	другой вариант	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-69.htm	https://aliclick.shop/r/c/1r4mpplwe0yld96v	unreviewed_link_not_product
8832	2021-12-26 09:01:00	1	еще один вариант	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-69.htm	https://aliclick.shop/r/c/1r4mpqfrzixj5zo1	unreviewed_link_not_product
8832	2021-12-26 09:01:00	2	алкотестер от Baseus	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-69.htm	https://aliclick.shop/r/c/1r4mpz9gpjm53dgp	unreviewed_link_not_product
8832	2021-12-26 09:01:00	3	зимние кожаные перчатки и варежки с подогревом	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-69.htm	https://aliclick.shop/r/c/1r4mq64wun9o3dp7	unreviewed_link_not_product
8832	2021-12-26 09:01:00	4	внешний накопитель Orico	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-69.htm	https://aliclick.shop/r/c/1r4o0cee9mi4ei6y	unreviewed_link_not_product
8832	2021-12-26 09:01:00	4	универсальный корпус для таких SSD	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-69.htm	https://aliclick.shop/r/c/1r4o13193cqs0gwr	unreviewed_link_not_product
8832	2021-12-26 09:01:00	5	вспениватель молока	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-69.htm	https://aliclick.shop/r/c/1r4mqit27l040fn2	unreviewed_link_not_product
8832	2021-12-26 09:01:00	6	термопот	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-69.htm	https://aliclick.shop/r/c/1r4mr4vvab1mss9t	unreviewed_link_not_product
8832	2021-12-26 09:01:00	7	бокалы для самых разнообразных напитков	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-69.htm	https://aliclick.shop/r/c/1r4mri4jzf8m31dp	unreviewed_link_not_product
8832	2021-12-26 09:01:00	8	радужные бокалы и стаканы	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-69.htm	https://aliclick.shop/r/c/1r4mso9smdjgr682	unreviewed_link_not_product
8832	2021-12-26 09:01:00	9	Органайзер для хранения куриных яиц	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-69.htm	https://aliclick.shop/r/c/1r4msx194mwd14wi	unreviewed_link_not_product
8832	2021-12-26 09:01:00	10	удлинитель от компании Orico	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-69.htm	https://aliclick.shop/r/c/1r4nzxxrhznrbndz	unreviewed_link_not_product
8868	2021-12-19 09:01:00	0	подарки себе и любимым	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-68.htm	https://aliclick.shop/r/c/1r4a0y9inyi5fn9e	unreviewed_link_not_product
8868	2021-12-19 09:01:00	0	одежда для детишек от бренда Minoti	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-68.htm	https://aliclick.shop/r/c/1r4a12f5wfyjjnnf	unreviewed_link_not_product
8868	2021-12-19 09:01:00	0	магазине женской и детской одежды	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-68.htm	https://aliclick.shop/r/c/1r4a1e42fkg4v5e3	unreviewed_link_not_product
8868	2021-12-19 09:01:00	1	универсальный кабель под любые порты	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-68.htm	https://aliclick.shop/r/c/1r4a1js3d7bjcjqv	unreviewed_link_not_product
8868	2021-12-19 09:01:00	2	автомобильный держатель	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-68.htm	https://aliclick.shop/r/c/1r4a253sqoq2ksvl	unreviewed_link_not_product
8868	2021-12-19 09:01:00	3	прикроватный светильник	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-68.htm	https://aliclick.shop/r/c/1r4a2n7wv5c3no6c	unreviewed_link_not_product
8868	2021-12-19 09:01:00	4	Нейлоновые стяжки	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-68.htm	https://aliclick.shop/r/c/1r4awjsv88uz5fxe	unreviewed_link_not_product
8868	2021-12-19 09:01:00	4	Эластичные ленты для сокрытия проводов	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-68.htm	https://aliclick.shop/r/c/1r4awoaqplim3joj	unreviewed_link_not_product
8868	2021-12-19 09:01:00	4	Силиконовые органайзеры для кабелей	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-68.htm	https://aliclick.shop/r/c/1r4awudi83qp3vdd	unreviewed_link_not_product
8868	2021-12-19 09:01:00	4	Силиконовые органайзеры для кабелей	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-68.htm	https://aliclick.shop/r/c/1r4awzrzfnxspy8v	unreviewed_link_not_product
8868	2021-12-19 09:01:00	5	можно купить с российского склада с реально хорошей скидкой	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-68.htm	https://aliclick.shop/r/c/1r4axaw2w0j6qz0z	unreviewed_link_not_product
8868	2021-12-19 09:01:00	5	4330 рублей	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-68.htm	https://aliclick.shop/r/c/1qu8dor3c47ieni5	unreviewed_link_not_product
8868	2021-12-19 09:01:00	5	насадки к щетке	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-68.htm	https://aliclick.shop/r/c/1r4axktvondffzw4	unreviewed_link_not_product
8868	2021-12-19 09:01:00	6	умный замок Xiaomi MIjia YEELOCK	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-68.htm	https://aliclick.shop/r/c/1r4axrwrmkuckktc	unreviewed_link_not_product
8868	2021-12-19 09:01:00	7	за 4999 рублей одним комплектом	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-68.htm	https://aliclick.shop/r/c/1r4bkagdr61chs05	unreviewed_link_not_product
8868	2021-12-19 09:01:00	8	Xiaomi Qcooker	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-68.htm	https://aliclick.shop/r/c/1r4bkrdjuj24ajcc	unreviewed_link_not_product
8868	2021-12-19 09:01:00	9	XIAOMI Mi 360°	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-68.htm	https://aliclick.shop/r/c/1r4bkgdpmtjq4jsw	unreviewed_link_not_product
8868	2021-12-19 09:01:00	10	стакан с квадратным сечением	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-68.htm	https://aliclick.shop/r/c/1r4blbtngthufkgc	unreviewed_link_not_product
8905	2021-12-12 09:01:00	0	"""Охота на гаджеты"""	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-67.htm	https://aliclick.shop/r/c/1r3y81ktisqull6s	unreviewed_link_not_product
8905	2021-12-12 09:01:00	0	"""Подарки от Деда Мороза"""	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-67.htm	https://aliclick.shop/r/c/1r3y89x4mtqu84dr	unreviewed_link_not_product
8905	2021-12-12 09:01:00	1	керамические браслеты	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-67.htm	https://aliclick.shop/r/c/1r3y98kt7erhpm54	unreviewed_link_not_product
8905	2021-12-12 09:01:00	1	вот такого типа	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-67.htm	https://aliclick.shop/r/c/1r3y9iekzicrya8c	unreviewed_link_not_product
8905	2021-12-12 09:01:00	1	набор таких ремешков	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-67.htm	https://aliclick.shop/r/c/1r3y9c8ass965cg7	unreviewed_link_not_product
