post_id	date	section	label	url	link	review_status
6288	2022-12-25 08:00:00	0	Toocki 140W GaN Charger	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-111.htm	https://alli.pub/6k8h60	unreviewed_link_not_product
6288	2022-12-25 08:00:00	0	очень удобные кабели	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-111.htm	https://alli.pub/6k8tbi	unreviewed_link_not_product
6288	2022-12-25 08:00:00	1	Светильник-прищепка	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-111.htm	https://alli.pub/6k8tjh	unreviewed_link_not_product
6288	2022-12-25 08:00:00	2	"подставка ""4 в 1"""	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-111.htm	https://alli.pub/6k8tsm	unreviewed_link_not_product
6288	2022-12-25 08:00:00	3	зажигалка для сигар с четырьмя соплами	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-111.htm	https://alli.pub/6k8y98	unreviewed_link_not_product
6288	2022-12-25 08:00:00	4	кружки	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-111.htm	https://alli.pub/6k8yeh	unreviewed_link_not_product
6288	2022-12-25 08:00:00	5	Однотонные мужские майки	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-111.htm	https://alli.pub/6k8yos	unreviewed_link_not_product
6288	2022-12-25 08:00:00	6	Пузырьковая пушка	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-111.htm	https://alli.pub/6k8yyi	unreviewed_link_not_product
6288	2022-12-25 08:00:00	7	данном варианте	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-111.htm	https://alli.pub/6k95lh	unreviewed_link_not_product
6288	2022-12-25 08:00:00	7	удлинитель с розетками и портами	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-111.htm	https://alli.pub/6k95oe	unreviewed_link_not_product
6340	2022-12-18 08:00:00	0	зимние перчатки с подогревом	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-110.htm	https://alli.pub/6jyj1r	unreviewed_link_not_product
6340	2022-12-18 08:00:00	0	полный комплект перчаток и варежек с подогревом	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-110.htm	https://alli.pub/6jyjba	unreviewed_link_not_product
6340	2022-12-18 08:00:00	1	Миниатюрный внешний аккумулятор	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-110.htm	https://alli.pub/6jyk76	unreviewed_link_not_product
6340	2022-12-18 08:00:00	2	кардиган грубой вязки	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-110.htm	https://alli.pub/6jykpn	unreviewed_link_not_product
6340	2022-12-18 08:00:00	2	домашние мужские штаны	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-110.htm	https://alli.pub/6jykx8	unreviewed_link_not_product
6340	2022-12-18 08:00:00	3	Xiaomi Wireless Car Vacuum Cleaner	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-110.htm	https://alli.pub/6jykds	unreviewed_link_not_product
6340	2022-12-18 08:00:00	4	конденсаторный узконаправленный микрофон	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-110.htm	https://alli.pub/6jylr6	unreviewed_link_not_product
